link,title,channel
https://www.youtube.com/watch?v=bmBc5Ya0_gk,El telÃ©fono de $250 con cÃ¡mara de cine | Xiaomi Note 9s _Ÿ_¥_Ÿ“±,Luisito Comunica
https://www.youtube.com/watch?v=YlxsMDx5wn0,Es Pony | El discurso de papÃ¡ | Nickelodeon en EspaÃ±ol,Nickelodeon en EspaÃ±ol
https://www.youtube.com/watch?v=yiLEn8WcLjY,"Â¿QUÃ‰ SE HICIERON EN LA CARA? | MÃ‰DICO REACCIONA A CIRUGIAS | THE WEEKND, ARIANA GRANDE Y MILEY CYRUS",Mr Doctor Oficial
https://www.youtube.com/watch?v=wXIXQPpyOog,Horror VR game part 2 - Beginner Spanish,Dreaming Spanish
https://www.youtube.com/watch?v=xMsNcjkv1FU,Hola,PepeyTeo
https://www.youtube.com/watch?v=USwOnrhJDik,"24 Horas EN VIVO apoyando a los HÃ©roes de la Pand3m1@ con MADHUNTER, COMPA ROSH, CARO CAMPOS",La Ruta de la Garnacha
https://www.youtube.com/watch?v=VcZuPgI1dgs,The origin of a strange but common Spanish name - Intermediate Spanish,Dreaming Spanish
https://www.youtube.com/watch?v=lIyEnYiYnyQ,Give me back my money! I paid child support and he wasn't my son _Ÿ˜±_Ÿ_°_Ÿè»_Ÿ’µ | Caso Cerrado | Telemundo,Telemundo English
https://www.youtube.com/watch?v=oARwWp7cRic,Los Thundermans | Derrotando a Daisy | Nickelodeon en EspaÃ±ol,Nickelodeon en EspaÃ±ol
https://www.youtube.com/watch?v=VuIMEY0_Zb0,Beginner Livestream: A New Year!,Dreaming Spanish
https://www.youtube.com/watch?v=QolNLNwcsyw,HIPONATREMIA: Abordaje diagnostico y terapÃ©utico | Â¿CÃ“MO REPONER SODIO? | ENARM - MIR | MR DOCTOR,Mr Doctor Oficial
https://www.youtube.com/watch?v=i9_N6Qh94ZE,La Suerte de Loli | Episode 8 | Telemundo English,Telemundo English
https://www.youtube.com/watch?v=bHeg5SmhJhk,La increÃ_ble historia del imperfecto (GRAMÃÅTICA),Espanol Automatico
https://www.youtube.com/watch?v=ow7IezZo5nQ,Probando la tecnologÃ_a del nuevo control del PS5: Â¿Cambia mucho? _Ÿ_®,Luisito Comunica
https://www.youtube.com/watch?v=bhdo66El0-U,Â¿CÃ_mo conduce un auto alguien en silla de ruedas? _Ÿ__ _Ÿ_™,Luisito Comunica
https://www.youtube.com/watch?v=ABLqnZubQ80,Las AGUACATOSAS de QuerÃ©taro - Hamburguesas de MEDIO KILO / @Yosoymigue,La Ruta de la Garnacha
https://www.youtube.com/watch?v=Idkum2836qg,Comiendo y contestando preguntas,La Ruta de la Garnacha
https://www.youtube.com/watch?v=xTObZEjjbPU,"#COVID19: ACTUALIZACIÃ“N | VACUNA PFIZER, REINFECCIONES, INMUNIDAD, SECUELAS | PREGUNTAS Y RESPUESTAS",Mr Doctor Oficial
https://www.youtube.com/watch?v=N1IdNL84Ya4,"ASÃç ES ""EL MEJOR HOTEL DE MÃ‰XICO"" Hotel XCARET MÃ‰XICO",Coreano Vlogs
https://www.youtube.com/watch?v=BN5qxVaUaIE,Buscando a Frida | Episode 6 | Telemundo English,Telemundo English
https://www.youtube.com/watch?v=0-m7LlukYcg,Playing Geoguessr - Beginner Spanish,Dreaming Spanish
https://www.youtube.com/watch?v=9Pkot-iTj58,La Arys se puso salvaje ALV âù_ï¸è_Ÿ_’,Luisito Comunica
https://www.youtube.com/watch?v=62nN489Nx9s,Laura walked the Camino de Santiago - Intermediate Spanish,Dreaming Spanish
https://www.youtube.com/watch?v=E4DfHuY3HPw,"Recordar vs acordarse | Remember, recall, remind in Spanish",EspaÃ±ol con Juan
https://www.youtube.com/watch?v=PIaUYCoz1Fw,Es Pony | Una vecina ruidosa | Nickelodeon en EspaÃ±ol,Nickelodeon en EspaÃ±ol
https://www.youtube.com/watch?v=t81_m5_Kogw,Venezuelan Christmas food - Advanced Spanish,Dreaming Spanish
https://www.youtube.com/watch?v=Ms_NpVdYbho,"Â¿QuÃ© PasÃ_ con Kimberly La MÃ¡s Preciosa y Las Perdidas en ""Rosca de Reinas""? | Pepe&Teo y Alexa Zuart",PepeyTeo
https://www.youtube.com/watch?v=ysH19xgWFvo,â€œNo es queâ€_â€ù + Â¿SUBJUNTIVO o INDICATIVO? (Expresiones espaÃ±olas),Espanol Automatico
https://www.youtube.com/watch?v=8XT9kp2QcMw,Me quedÃ© ATRAPADO en un cementerio | Leyendas de Terror,Luisito Comunica
https://www.youtube.com/watch?v=9bGf3fzJ5zs,MI EXPERIENCIA ATENDIENDO PACIENTES COVID | MÃ©dico relata su dÃ_a a dÃ_a dentro del ÃÅREA COVID,Mr Doctor Oficial
https://www.youtube.com/watch?v=FKjveggNaek,Â¿QuÃ© pasÃ_ cuando comimos Tortas de la Barda? - Mexicanos Reaccionan,La Ruta de la Garnacha
https://www.youtube.com/watch?v=T9xrqcKxY6Q,Â¡Â¡EL RESTAURANTE MÃÅS RÃÅPIDO DEL MUNDO!! Â¿Pero es rico?,Coreano Vlogs
https://www.youtube.com/watch?v=f4x9iLzPisE,Â¿El Final de La Ruta de la Garnacha 2050?,La Ruta de la Garnacha
https://www.youtube.com/watch?v=eY6m3aVH3vM,"Desde GASPACHOS hasta CARNITAS, todo esto puedes disfrutar EN MORELIA",La Ruta de la Garnacha
https://www.youtube.com/watch?v=w2My23dEz9E,Â¡No tengo tiempo!,Espanol Automatico
https://www.youtube.com/watch?v=tScV2vdujo8,"Kenia Os, Natalia, and more join Anitta in â€œLoco Houseâ€ù | Latinx Now! | Telemundo English",Telemundo English
https://www.youtube.com/watch?v=MNgvj7C6QXg,Floristas trabajan a toda marcha para el DÃ_a de San ValentÃ_n en Colombia | Noticias Telemundo,Noticias Telemundo
https://www.youtube.com/watch?v=TYt6JePGiyA,DIY: Decora la funda de tu celular _Ÿ“± | Make Me Glam | Nickelodeon en EspaÃ±ol,Nickelodeon en EspaÃ±ol
https://www.youtube.com/watch?v=gcm4On8h8sw,"9 trucos para ""sonar"" mÃ¡s como un nativo",Espanol Automatico
https://www.youtube.com/watch?v=yOAJ5I1GguE,"Camino a La MÃ¡s Draga | Episodio 2 | Rula Glam, Pixie Pixie & Deseos Fab",PepeyTeo
https://www.youtube.com/watch?v=t-6X-HyP-jo,ME HICE UNA PRUEBA DE VIH | *TERMINA MAL* | PRUEBAS RAPIDAS PARA DETECTAR VIH | MÃ‰DICO RESPONDE,Mr Doctor Oficial
https://www.youtube.com/watch?v=JAdsDyCke6c,Receta Tamales OaxaqueÃ±os y Champurrado | Pepe & Teo,PepeyTeo
https://www.youtube.com/watch?v=3keoipaiHFk,LIVE: White House COVID-19 Response Team Briefing | Noticias Telemundo,Noticias Telemundo
https://www.youtube.com/watch?v=GafsV8GxK4Q,#TrasLaVerDrag de Madison Basrey en @LA MÃÅS DRAGA OFICIAL,PepeyTeo
https://www.youtube.com/watch?v=l146R9AR6GI,Henry Danger | Top 9 Los Besos de Jace en la Pantalla  | Nickelodeon en EspaÃ±ol,Nickelodeon en EspaÃ±ol
https://www.youtube.com/watch?v=RSJd2wW-hSM,Carlitos visits the farm - Superbeginner Spanish,Dreaming Spanish
https://www.youtube.com/watch?v=wYo9Xwhe3Rk,Migrantes en Matamoros desconfÃ_an del plan de Biden | Noticias Telemundo,Noticias Telemundo
https://www.youtube.com/watch?v=KqneNZgk_yQ,Subjuntivo en espaÃ±ol: opiniones,EspaÃ±ol con Juan
https://www.youtube.com/watch?v=GX2Y0OIbUzE,Â¡Â¡UN DÃçA EN LAS DUNAS MEXICANAS!!,Coreano Vlogs
https://www.youtube.com/watch?v=szUtHz3IAog,Tu rutina perfecta para aprender espaÃ±ol (Â¡solo 5 pasos!),Espanol Automatico
https://www.youtube.com/watch?v=KvG39FIg-BI,HorÃ_scopos Trendy feat. Edson Reyes | Trendy Studios | Nickelodeon en EspaÃ±ol,Nickelodeon en EspaÃ±ol
https://www.youtube.com/watch?v=Q31MSHHCZVI,TENGO #COVID19: MI EXPERIENCIA DÃçA A DÃçA | Â¿MIS SINTOMAS? Â¿DUELE LA PRUEBA PCR? Â¿CÃ“MO ME CURÃ‰?,Mr Doctor Oficial
https://www.youtube.com/watch?v=vceJYAEOyfI,CÃ_mo mejorar rÃ¡pido tu ESPAÃ‘OL (La regularidad),Espanol Automatico
https://www.youtube.com/watch?v=H7OD0-4JH7k,La hora tonta de Juan,EspaÃ±ol con Juan
https://www.youtube.com/watch?v=pOlEREnxYUQ,QuÃ_tale censura a fotos privadas con este truco | TikTok Hacks #7,Luisito Comunica
https://www.youtube.com/watch?v=SHT9EbyQT3E,The Casagrandes |  El Monedero Perdido | Nickelodeon en EspaÃ±ol,Nickelodeon en EspaÃ±ol
https://www.youtube.com/watch?v=VAnbFQKPIW4,Los MEXICANOS preferÃ_an Tortas o Hamburguesas en 1984 - Garnacheros Reaccionan,La Ruta de la Garnacha
https://www.youtube.com/watch?v=-WuDGgigzKQ,"MÃ‰DICO REACCIONA A PATY NAVIDAD | Â¿VACUNAS 5G?, Â¿CUBREBOCAS BOZALES?, Â¿NUEVO ORDEN MUNDIAL?",Mr Doctor Oficial
https://www.youtube.com/watch?v=1DgRFzLL-ts,BONO COVI,Mr Doctor Oficial
https://www.youtube.com/watch?v=0DONdXO5CGg,Se burlaron de mÃ_ por tenerlo chiquito :(,Luisito Comunica
https://www.youtube.com/watch?v=7SVtyjf16QY,El primer video que NO QUEREMOS VER - Garnacheros Reaccionan,La Ruta de la Garnacha
https://www.youtube.com/watch?v=oGZ9dQ3hIUU,No habrÃ¡ cÃ¡rcel para abuelo de bebÃ© fallecida en un crucero | Noticias Telemundo,Noticias Telemundo
https://www.youtube.com/watch?v=6ORushQTikg,Chilaquiles RELLENOS de CHICHARRON ft. Coreanovlogs,La Ruta de la Garnacha
https://www.youtube.com/watch?v=NDGVu1mMXSU,SINDROME DE GUILLAIN BARRÃ‰: Abordaje diagnostico y terapÃ©utico | ENARM - MIR | Mr Doctor Classes,Mr Doctor Oficial
https://www.youtube.com/watch?v=3QVOnSvnLCU,SIENDO AGRICULTOR POR UN DÃçA,Coreano Vlogs
https://www.youtube.com/watch?v=D0VwqUJWX0c,"Celebran el Puppy Bowl nÃºmero 17 en EE.UU., organizado por Animal Planet | Noticias Telemundo",Noticias Telemundo
https://www.youtube.com/watch?v=wbZrLjbQaio,#XmasMakeUp Nos convertimos en Grinch & Jack Skellington,PepeyTeo
https://www.youtube.com/watch?v=ugk8q6hZ7XU,Un joven japonÃ©s se alquila para no hacer nada | Noticias Telemundo,Noticias Telemundo
https://www.youtube.com/watch?v=yszBQMuqDPc,Ã_ltimo En Vivo,PepeyTeo
https://www.youtube.com/watch?v=I_Is4DNfyac,Episodes 1-4 Recap | Buscando a Frida | Telemundo English,Telemundo English
https://www.youtube.com/watch?v=D4Aih8I_bEE,"Intransmisible Ball | #InspiraFest2020 ""Activando la Revuelta""",PepeyTeo
https://www.youtube.com/watch?v=lHL6AptwGy4,HASTA ESTO puedes comer CERCA del METRO CANDELARIA,La Ruta de la Garnacha
https://www.youtube.com/watch?v=TID6qdfJUR0,Nunca pensÃ© hacerle esto a la Gente (BROMA PESADA),La Ruta de la Garnacha
https://www.youtube.com/watch?v=muWh2O5hZX8,ENCONTRAMOS EL PARAÃçSO PARA NOSOTROS GORDOS,Coreano Vlogs
https://www.youtube.com/watch?v=ZeDJV6Y7CQ0,Â¡I became smart thanks to a tumor! _Ÿ§ â_–ï¸è_Ÿ_“ | Caso Cerrado | Telemundo,Telemundo English
https://www.youtube.com/watch?v=IPlC_EtyXkg,Henry Danger | Reality show | Nickelodeon en EspaÃ±ol,Nickelodeon en EspaÃ±ol
https://www.youtube.com/watch?v=ZYTQmYsg3CM,Es Pony | Annie estÃ¡ enferma | Nickelodeon en EspaÃ±ol,Nickelodeon en EspaÃ±ol
https://www.youtube.com/watch?v=jBpkh6CocOY,The Casagrandes |  El Gran Examen de Bobby | Nickelodeon en EspaÃ±ol,Nickelodeon en EspaÃ±ol
https://www.youtube.com/watch?v=vtKdr6mk4S4,Â¡Hasta esto puedes COMER EN MERCADO EL CHORRITO!,La Ruta de la Garnacha
https://www.youtube.com/watch?v=52jR_PHov9M,Buenas noticias para los venezolanos que huyeron a Colombia | Noticias Telemundo,Noticias Telemundo
https://www.youtube.com/watch?v=dFkswGJuoso,Buscando a Frida | Episode 8 | Telemundo English,Telemundo English
https://www.youtube.com/watch?v=a5h7kOKtWPs,Crean iniciativas para convencer a los latinos de vacunarse | Noticias Telemundo,Noticias Telemundo
https://www.youtube.com/watch?v=9WZWwCsAcpU,Â¿QuÃ© es EspaÃ±a para ti?,EspaÃ±ol con Juan
https://www.youtube.com/watch?v=dq6nTMzflKQ,CHORIPANES con SLOBOTZKY,La Ruta de la Garnacha
https://www.youtube.com/watch?v=zFTWmd-nQ3k,"The Casagrandes |  Rosa Casagrande, la Abuela | Nickelodeon en EspaÃ±ol",Nickelodeon en EspaÃ±ol
https://www.youtube.com/watch?v=ULdtHqwmTys,Hereâ€™s why â€œBridgertonâ€ù is the most watched series | Latinx Now! | Telemundo English,Telemundo English
https://www.youtube.com/watch?v=4pzwpWnUR0I,Henry Danger | Ã_ltimos cinco minutos de Henry Danger | Nickelodeon en EspaÃ±ol,Nickelodeon en EspaÃ±ol
https://www.youtube.com/watch?v=FuP2nZBrXV4,Â¿De dÃ_nde viene el agua que consumimos? | Tour por sistema de aguas _Ÿ’§,Luisito Comunica
https://www.youtube.com/watch?v=XXi5D_OHGG8,Una NOCHE EN NEZA que casi acaba EN TRAGEDIA,La Ruta de la Garnacha
https://www.youtube.com/watch?v=fOKHzPmYsFw,"â€œNo entiendo, Â¿puedes repetir?â€ù (19 ALTERNATIVAS)",Espanol Automatico
https://www.youtube.com/watch?v=D_v8AZY5uxg,VIAJE AL PRIMER PUEBLO MÃÅGICO DE MÃ‰XICO,Coreano Vlogs
https://www.youtube.com/watch?v=uAKtAIqDdwM,Enigma: The man and the rifle -  Intermediate Spanish,Dreaming Spanish
https://www.youtube.com/watch?v=-56AGEWVcgU,Henry Danger | Ray Tiene un Amor Prohibido | Nickelodeon en EspaÃ±ol,Nickelodeon en EspaÃ±ol
https://www.youtube.com/watch?v=zuOE0LjU-38,I became poor for a selfie with a dolphin! _Ÿê¬_Ÿ“¸_Ÿ’° | Caso Cerrado | Telemundo,Telemundo English
https://www.youtube.com/watch?v=HjpzBxeHCX8,Â¡Â¡ESTA ES MI NUEVA EMPRESA!!,Coreano Vlogs
https://www.youtube.com/watch?v=lmfsZ7UuXBE,Maire Wink y Su Secta | Caso Armie Hammer | Ana Sarelly Estafadora Opinamos con Jerry VelÃ¡zquez,PepeyTeo
https://www.youtube.com/watch?v=p9XuPvY-CBE,Announcement: Our Patreon tiers explained,Dreaming Spanish
https://www.youtube.com/watch?v=EX_YT_Ucd2o,Subjuntivo en espaÃ±ol: deseos,EspaÃ±ol con Juan
https://www.youtube.com/watch?v=_Pbw7h-YwQI,TERESA: LA ENFERMERA | MEDICOS: HISTORIAS DE LP | EPISODIO 3,Mr Doctor Oficial
https://www.youtube.com/watch?v=uKi-QNqIS5c,ME DONARON UN RIÃ‘ON | STORYTIME | Â¿CÃ“MO SE HACE UN TRASPLANTE RENAL?: MÃ‰DICO LO EXPLICA,Mr Doctor Oficial
https://www.youtube.com/watch?v=dQMGs2SrShk,MÃ‰DICOS: HISTORIAS DE LP EN NAVIDAD | LA LP EN TIEMPOS DE COVID,Mr Doctor Oficial
https://www.youtube.com/watch?v=dsi4vBLrekY,EN EL SÃ_PER COREANO MÃÅS GRANDE de MÃ‰XICO venden TODO ESTO,Coreano Vlogs
https://www.youtube.com/watch?v=HqlBKYO31OE,EL TRABAJO DE MI ESPOSA,Coreano Vlogs
https://www.youtube.com/watch?v=I54JnGQ6Jl8,Carlitos visits his grandparents - Superbeginner Spanish,Dreaming Spanish
https://www.youtube.com/watch?v=7IjSh1yonoM,"Comimos lo mÃ¡s EXÃ“TICO, Todo esto pasÃ_ en la SELVA de PERÃ_ - Mexicanos Reaccionan.",La Ruta de la Garnacha
https://www.youtube.com/watch?v=pN0a2Wh49Zs,Me cambiÃ© a ANDROID despuÃ©s de aÃ±os de usar iPhone por esta razÃ_n _Ÿ“±,Luisito Comunica
https://www.youtube.com/watch?v=r-OmkbcZkng,Playing 'Guess Who?' - Beginner Spanish,Dreaming Spanish
https://www.youtube.com/watch?v=I5kAOs0QCiI,DetrÃ¡s de CÃ¡maras de la Gran Final de La MÃ¡s Draga | Tras La VerDrag,PepeyTeo
https://www.youtube.com/watch?v=MTiZYCboMRY,Makeup de carnaval _Ÿ_‰ | Make Me Glam | Nickelodeon en EspaÃ±ol,Nickelodeon en EspaÃ±ol
https://www.youtube.com/watch?v=x3zNsTi0ohw,Game: What weighs more? - Superbeginner Spanish,Dreaming Spanish
https://www.youtube.com/watch?v=pJhI6SSIAps,"HASTA ESTO puedes comer en ENSENADA, BJ",La Ruta de la Garnacha
https://www.youtube.com/watch?v=vFkwl8hAyRU,COREANO HACE DESAYUNO MEXICANO,Coreano Vlogs
https://www.youtube.com/watch?v=tcUi1dCOjT8,El Gobierno de Biden suavizarÃ¡ los criterios de ICE para deportar inmigrantes | Noticias Telemundo,Noticias Telemundo
https://www.youtube.com/watch?v=7YNZaQm0Azs,ComprÃ© un refrigerador INTELIGENTE | Â¿Vale la pena gastar TANTO? _Ÿ˜±_Ÿ_–,Luisito Comunica
https://www.youtube.com/watch?v=8Xfo1b4Pt9I,Nos volveremos a ver | we'll meet again,EspaÃ±ol con Juan
https://www.youtube.com/watch?v=2srMz2i10t8,Hoy no hay vÃ_deo,EspaÃ±ol con Juan
https://www.youtube.com/watch?v=-ZoNhtMiZME&t=788s,Â¿Hablamos un ratito en espaÃ±ol?,EspaÃ±ol con Juan
https://www.youtube.com/watch?v=ArSXAlUuyBM,Saber y conocer: la diferencia | to know in Spanish,EspaÃ±ol con Juan
https://www.youtube.com/watch?v=T7isxbaJXWc,La Suerte de Loli | Episode 9 | Telemundo English,Telemundo English
https://www.youtube.com/watch?v=I5ymM3xI6wM,The best intermediate series to learn Spanish - Intermediate Spanish,Dreaming Spanish
https://www.youtube.com/watch?v=J5moEgjKZps,Por quÃ© tu espaÃ±ol no mejora (SOLUCIÃ“N),Espanol Automatico
https://www.youtube.com/watch?v=ZZMOUcF3bc0,LUISITO Y BERTH Reaccionan a mi negocio!! Ft. LUISITO COMUNICA y BERTH-OH,Coreano Vlogs
https://www.youtube.com/watch?v=62AJNkCAFzM,AsÃ_ es el transporte pÃºblico en pandemia | Video para gente del futuro _Ÿ_‡_Ÿ˜·,Luisito Comunica
https://www.youtube.com/watch?v=x7RMHADuDCQ,Los 4 porquÃ©s en ESPAÃ‘OL (ortografÃ_a espaÃ±ola),Espanol Automatico
https://www.youtube.com/watch?v=3WkassCnBfw,Todos se burlan de mi traserito _Ÿ˜¢,Luisito Comunica
https://www.youtube.com/watch?v=cO_bVyg9elc,MÃ‰DICO REACCIONA A TIKTOKÂ´S DE SALUD,Mr Doctor Oficial
https://www.youtube.com/watch?v=tSQLp5nB-qc,MÃ_SICA NUEVA | Danna Paola - Calla TÃº | Camilo - Ropa Cara | Olivia Rodrigo - Drivers License,PepeyTeo
https://www.youtube.com/watch?v=-GRjYpgrZ54,RECREANDO NUESTRA PRIMERA CITA (1er Aniversario),Coreano Vlogs
https://www.youtube.com/watch?v=Py0b2k-xmwQ,Falta muy poco para el segundo juicio polÃ_tico contra Trump | Noticias Telemundo,Noticias Telemundo
https://www.youtube.com/watch?v=u-2jZD3EWEM,PROBANDO LA DISCADA MEXICANA,Coreano Vlogs
https://www.youtube.com/watch?v=jQMTEmvk2xM,#TrasLaVerDrag de Aviesc Who? en  @LA MÃÅS DRAGA OFICIAL,PepeyTeo
https://www.youtube.com/watch?v=8nD2HuC7BkE,ComprÃ© un NUEVO AUTO! Y es mejor que un Lamborghini _Ÿ_™,Luisito Comunica
https://www.youtube.com/watch?v=0joYsbJ6fWg,âùŒ NO DIGAS â€œEstoy excitado de verteâ€ù âùŒ (false friend),Espanol Automatico
https://www.youtube.com/watch?v=gxNAd7xGsHU,La Suerte de Loli | Episode 7 | Telemundo English,Telemundo English
https://www.youtube.com/watch?v=NUIBXxBBIy0,At my wife's farm - Beginner Spanish,Dreaming Spanish
https://www.youtube.com/watch?v=z029lYdJk04,Desde el Molino de Don Alvaro EN VIVO,La Ruta de la Garnacha
https://www.youtube.com/watch?v=TGDZ7KEdrpg,Final #LaMÃ¡sDraga 3 | SofÃ_a AragÃ_n VS Lupita Jones | Tenoch Huerta en #BlackPanther | Pepe & Teo,PepeyTeo
https://www.youtube.com/watch?v=py8zzAUi-Z4,#NathYoTeCreo PlÃ¡tica con @Myr RamÃ_rez y @La Palina,PepeyTeo
https://www.youtube.com/watch?v=FnuyKLZfc24,18 expresiones espaÃ±olas con â€œlos ojosâ€ù,Espanol Automatico
https://www.youtube.com/watch?v=dc-mZvub1Ps,21 alternativas inteligentes y corteses para decir â€œNo me gustaâ€ù,Espanol Automatico
https://www.youtube.com/watch?v=JLS3d1KsGYo,CÃ_mo lograr una alimentaciÃ_n sustentable _Ÿç_ | Planeta Bala | Nickelodeon en EspaÃ±ol,Nickelodeon en EspaÃ±ol
https://www.youtube.com/watch?v=iUvNkVdejSA,AquÃ_ se habla espaÃ±ol..,EspaÃ±ol con Juan
